"행정구역","2021년01월_계_총인구수","2021년01월_계_연령구간인구수","2021년01월_계_0~9세","2021년01월_계_10~19세","2021년01월_계_20~29세","2021년01월_계_30~39세","2021년01월_계_40~49세","2021년01월_계_50~59세","2021년01월_계_60~69세","2021년01월_계_70~79세","2021년01월_계_80~89세","2021년01월_계_90~99세","2021년01월_계_100세 이상","2021년01월_남_총인구수","2021년01월_남_연령구간인구수","2021년01월_남_0~9세","2021년01월_남_10~19세","2021년01월_남_20~29세","2021년01월_남_30~39세","2021년01월_남_40~49세","2021년01월_남_50~59세","2021년01월_남_60~69세","2021년01월_남_70~79세","2021년01월_남_80~89세","2021년01월_남_90~99세","2021년01월_남_100세 이상","2021년01월_여_총인구수","2021년01월_여_연령구간인구수","2021년01월_여_0~9세","2021년01월_여_10~19세","2021년01월_여_20~29세","2021년01월_여_30~39세","2021년01월_여_40~49세","2021년01월_여_50~59세","2021년01월_여_60~69세","2021년01월_여_70~79세","2021년01월_여_80~89세","2021년01월_여_90~99세","2021년01월_여_100세 이상","2021년02월_계_총인구수","2021년02월_계_연령구간인구수","2021년02월_계_0~9세","2021년02월_계_10~19세","2021년02월_계_20~29세","2021년02월_계_30~39세","2021년02월_계_40~49세","2021년02월_계_50~59세","2021년02월_계_60~69세","2021년02월_계_70~79세","2021년02월_계_80~89세","2021년02월_계_90~99세","2021년02월_계_100세 이상","2021년02월_남_총인구수","2021년02월_남_연령구간인구수","2021년02월_남_0~9세","2021년02월_남_10~19세","2021년02월_남_20~29세","2021년02월_남_30~39세","2021년02월_남_40~49세","2021년02월_남_50~59세","2021년02월_남_60~69세","2021년02월_남_70~79세","2021년02월_남_80~89세","2021년02월_남_90~99세","2021년02월_남_100세 이상","2021년02월_여_총인구수","2021년02월_여_연령구간인구수","2021년02월_여_0~9세","2021년02월_여_10~19세","2021년02월_여_20~29세","2021년02월_여_30~39세","2021년02월_여_40~49세","2021년02월_여_50~59세","2021년02월_여_60~69세","2021년02월_여_70~79세","2021년02월_여_80~89세","2021년02월_여_90~99세","2021년02월_여_100세 이상","2021년03월_계_총인구수","2021년03월_계_연령구간인구수","2021년03월_계_0~9세","2021년03월_계_10~19세","2021년03월_계_20~29세","2021년03월_계_30~39세","2021년03월_계_40~49세","2021년03월_계_50~59세","2021년03월_계_60~69세","2021년03월_계_70~79세","2021년03월_계_80~89세","2021년03월_계_90~99세","2021년03월_계_100세 이상","2021년03월_남_총인구수","2021년03월_남_연령구간인구수","2021년03월_남_0~9세","2021년03월_남_10~19세","2021년03월_남_20~29세","2021년03월_남_30~39세","2021년03월_남_40~49세","2021년03월_남_50~59세","2021년03월_남_60~69세","2021년03월_남_70~79세","2021년03월_남_80~89세","2021년03월_남_90~99세","2021년03월_남_100세 이상","2021년03월_여_총인구수","2021년03월_여_연령구간인구수","2021년03월_여_0~9세","2021년03월_여_10~19세","2021년03월_여_20~29세","2021년03월_여_30~39세","2021년03월_여_40~49세","2021년03월_여_50~59세","2021년03월_여_60~69세","2021년03월_여_70~79세","2021년03월_여_80~89세","2021년03월_여_90~99세","2021년03월_여_100세 이상","2021년04월_계_총인구수","2021년04월_계_연령구간인구수","2021년04월_계_0~9세","2021년04월_계_10~19세","2021년04월_계_20~29세","2021년04월_계_30~39세","2021년04월_계_40~49세","2021년04월_계_50~59세","2021년04월_계_60~69세","2021년04월_계_70~79세","2021년04월_계_80~89세","2021년04월_계_90~99세","2021년04월_계_100세 이상","2021년04월_남_총인구수","2021년04월_남_연령구간인구수","2021년04월_남_0~9세","2021년04월_남_10~19세","2021년04월_남_20~29세","2021년04월_남_30~39세","2021년04월_남_40~49세","2021년04월_남_50~59세","2021년04월_남_60~69세","2021년04월_남_70~79세","2021년04월_남_80~89세","2021년04월_남_90~99세","2021년04월_남_100세 이상","2021년04월_여_총인구수","2021년04월_여_연령구간인구수","2021년04월_여_0~9세","2021년04월_여_10~19세","2021년04월_여_20~29세","2021년04월_여_30~39세","2021년04월_여_40~49세","2021년04월_여_50~59세","2021년04월_여_60~69세","2021년04월_여_70~79세","2021년04월_여_80~89세","2021년04월_여_90~99세","2021년04월_여_100세 이상","2021년05월_계_총인구수","2021년05월_계_연령구간인구수","2021년05월_계_0~9세","2021년05월_계_10~19세","2021년05월_계_20~29세","2021년05월_계_30~39세","2021년05월_계_40~49세","2021년05월_계_50~59세","2021년05월_계_60~69세","2021년05월_계_70~79세","2021년05월_계_80~89세","2021년05월_계_90~99세","2021년05월_계_100세 이상","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_0~9세","2021년05월_남_10~19세","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_남_80~89세","2021년05월_남_90~99세","2021년05월_남_100세 이상","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_0~9세","2021년05월_여_10~19세","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년05월_여_80~89세","2021년05월_여_90~99세","2021년05월_여_100세 이상","2021년06월_계_총인구수","2021년06월_계_연령구간인구수","2021년06월_계_0~9세","2021년06월_계_10~19세","2021년06월_계_20~29세","2021년06월_계_30~39세","2021년06월_계_40~49세","2021년06월_계_50~59세","2021년06월_계_60~69세","2021년06월_계_70~79세","2021년06월_계_80~89세","2021년06월_계_90~99세","2021년06월_계_100세 이상","2021년06월_남_총인구수","2021년06월_남_연령구간인구수","2021년06월_남_0~9세","2021년06월_남_10~19세","2021년06월_남_20~29세","2021년06월_남_30~39세","2021년06월_남_40~49세","2021년06월_남_50~59세","2021년06월_남_60~69세","2021년06월_남_70~79세","2021년06월_남_80~89세","2021년06월_남_90~99세","2021년06월_남_100세 이상","2021년06월_여_총인구수","2021년06월_여_연령구간인구수","2021년06월_여_0~9세","2021년06월_여_10~19세","2021년06월_여_20~29세","2021년06월_여_30~39세","2021년06월_여_40~49세","2021년06월_여_50~59세","2021년06월_여_60~69세","2021년06월_여_70~79세","2021년06월_여_80~89세","2021년06월_여_90~99세","2021년06월_여_100세 이상"
"서울특별시  (1100000000)","9,657,969","9,657,969","618,497","778,910","1,455,044","1,471,606","1,524,671","1,522,983","1,250,098","706,115","280,163","43,029","6,853","4,695,999","4,695,999","317,563","399,754","704,862","735,813","755,311","748,598","590,203","321,364","109,372","11,332","1,827","4,961,970","4,961,970","300,934","379,156","750,182","735,793","769,360","774,385","659,895","384,751","170,791","31,697","5,026","9,648,606","9,648,606","614,701","776,296","1,449,950","1,466,661","1,523,103","1,522,829","1,255,862","706,474","282,532","43,325","6,873","4,690,282","4,690,282","315,565","398,241","701,927","733,246","754,506","748,716","592,809","321,493","110,577","11,371","1,831","4,958,324","4,958,324","299,136","378,055","748,023","733,415","768,597","774,113","663,053","384,981","171,955","31,954","5,042","9,598,484","9,598,484","611,000","773,744","1,450,425","1,460,545","1,511,822","1,513,916","1,255,009","698,222","280,381","40,690","2,730","4,667,524","4,667,524","313,593","396,480","701,692","730,024","749,245","744,903","592,801","318,342","109,404","10,337","703","4,930,960","4,930,960","297,407","377,264","748,733","730,521","762,577","769,013","662,208","379,880","170,977","30,353","2,027","9,588,711","9,588,711","607,863","770,905","1,448,195","1,458,508","1,508,768","1,511,117","1,259,839","697,684","282,213","40,883","2,736","4,661,711","4,661,711","311,894","394,929","700,106","729,046","747,653","743,744","594,968","318,032","110,235","10,401","703","4,927,000","4,927,000","295,969","375,976","748,089","729,462","761,115","767,373","664,871","379,652","171,978","30,482","2,033","9,575,355","9,575,355","605,053","768,326","1,445,718","1,455,366","1,503,313","1,509,933","1,264,139","696,670","283,490","40,827","2,520","4,654,720","4,654,720","310,505","393,586","698,539","727,357","744,902","743,420","597,120","317,430","110,869","10,357","635","4,920,635","4,920,635","294,548","374,740","747,179","728,009","758,411","766,513","667,019","379,240","172,621","30,470","1,885","9,565,990","9,565,990","602,526","766,572","1,443,208","1,452,328","1,501,071","1,506,232","1,269,804","696,049","284,923","40,808","2,469","4,649,442","4,649,442","309,269","392,686","696,930","725,714","743,762","741,675","599,745","317,147","111,573","10,322","619","4,916,548","4,916,548","293,257","373,886","746,278","726,614","757,309","764,557","670,059","378,902","173,350","30,486","1,850"
"서울특별시 종로구 (1111000000)","149,125","149,125","7,449","10,937","23,331","19,917","22,132","25,410","20,069","12,485","6,016","1,103","276","72,528","72,528","3,767","5,443","11,493","9,883","10,800","12,765","9,979","5,495","2,434","372","97","76,597","76,597","3,682","5,494","11,838","10,034","11,332","12,645","10,090","6,990","3,582","731","179","148,884","148,884","7,389","10,913","23,248","19,831","22,047","25,418","20,170","12,427","6,060","1,103","278","72,372","72,372","3,722","5,458","11,426","9,820","10,731","12,793","10,031","5,469","2,457","369","96","76,512","76,512","3,667","5,455","11,822","10,011","11,316","12,625","10,139","6,958","3,603","734","182","147,296","147,296","7,316","10,946","23,275","19,740","21,775","25,166","20,042","12,075","5,949","946","66","71,644","71,644","3,674","5,437","11,416","9,764","10,603","12,702","9,984","5,343","2,410","290","21","75,652","75,652","3,642","5,509","11,859","9,976","11,172","12,464","10,058","6,732","3,539","656","45","147,113","147,113","7,306","10,859","23,240","19,729","21,690","25,125","20,153","12,006","5,990","951","64","71,567","71,567","3,655","5,401","11,375","9,786","10,578","12,685","10,036","5,318","2,417","295","21","75,546","75,546","3,651","5,458","11,865","9,943","11,112","12,440","10,117","6,688","3,573","656","43","146,377","146,377","7,278","10,791","23,219","19,637","21,500","25,032","20,123","11,824","5,964","949","60","71,204","71,204","3,651","5,354","11,343","9,760","10,476","12,632","10,025","5,244","2,405","295","19","75,173","75,173","3,627","5,437","11,876","9,877","11,024","12,400","10,098","6,580","3,559","654","41","146,029","146,029","7,275","10,684","23,147","19,595","21,433","24,939","20,192","11,791","5,985","936","52","70,985","70,985","3,651","5,311","11,255","9,743","10,450","12,579","10,055","5,224","2,413","288","16","75,044","75,044","3,624","5,373","11,892","9,852","10,983","12,360","10,137","6,567","3,572","648","36"
"서울특별시 중구 (1114000000)","125,038","125,038","6,740","6,766","18,494","20,034","17,960","20,697","17,648","10,730","4,865","898","206","61,122","61,122","3,467","3,400","8,786","9,993","9,183","10,509","8,773","4,844","1,817","285","65","63,916","63,916","3,273","3,366","9,708","10,041","8,777","10,188","8,875","5,886","3,048","613","141","124,836","124,836","6,653","6,737","18,450","19,964","17,925","20,619","17,757","10,709","4,912","902","208","61,018","61,018","3,431","3,361","8,740","9,978","9,183","10,445","8,849","4,832","1,845","288","66","63,818","63,818","3,222","3,376","9,710","9,986","8,742","10,174","8,908","5,877","3,067","614","142","124,552","124,552","6,611","6,729","18,450","19,874","17,846","20,502","17,835","10,681","4,936","899","189","60,851","60,851","3,418","3,341","8,709","9,941","9,156","10,373","8,890","4,825","1,848","284","66","63,701","63,701","3,193","3,388","9,741","9,933","8,690","10,129","8,945","5,856","3,088","615","123","124,477","124,477","6,588","6,699","18,376","19,937","17,838","20,457","17,881","10,639","4,961","910","191","60,787","60,787","3,399","3,334","8,652","9,970","9,146","10,362","8,916","4,793","1,867","281","67","63,690","63,690","3,189","3,365","9,724","9,967","8,692","10,095","8,965","5,846","3,094","629","124","123,133","123,133","6,539","6,664","18,364","19,936","17,718","20,290","17,682","10,327","4,758","795","60","60,106","60,106","3,379","3,323","8,611","9,942","9,086","10,287","8,837","4,642","1,761","222","16","63,027","63,027","3,160","3,341","9,753","9,994","8,632","10,003","8,845","5,685","2,997","573","44","123,016","123,016","6,505","6,663","18,323","19,881","17,738","20,203","17,756","10,320","4,769","799","59","60,019","60,019","3,363","3,320","8,575","9,934","9,065","10,243","8,873","4,652","1,756","222","16","62,997","62,997","3,142","3,343","9,748","9,947","8,673","9,960","8,883","5,668","3,013","577","43"
"서울특별시 용산구 (1117000000)","230,045","230,045","13,411","15,563","33,405","38,098","35,612","37,106","28,959","17,249","8,637","1,631","374","110,700","110,700","6,928","7,911","15,891","18,997","17,537","18,338","13,819","7,426","3,235","508","110","119,345","119,345","6,483","7,652","17,514","19,101","18,075","18,768","15,140","9,823","5,402","1,123","264","230,113","230,113","13,335","15,488","33,441","38,137","35,623","37,072","29,118","17,185","8,718","1,623","373","110,646","110,646","6,857","7,871","15,873","19,007","17,543","18,309","13,895","7,407","3,267","504","113","119,467","119,467","6,478","7,617","17,568","19,130","18,080","18,763","15,223","9,778","5,451","1,119","260","229,013","229,013","13,360","15,377","33,787","38,352","35,320","36,849","28,995","16,839","8,598","1,425","111","110,181","110,181","6,846","7,797","16,004","19,097","17,367","18,210","13,876","7,303","3,223","424","34","118,832","118,832","6,514","7,580","17,783","19,255","17,953","18,639","15,119","9,536","5,375","1,001","77","228,755","228,755","13,270","15,290","33,752","38,345","35,259","36,771","29,073","16,811","8,630","1,440","114","110,038","110,038","6,803","7,754","15,966","19,109","17,337","18,151","13,918","7,303","3,231","431","35","118,717","118,717","6,467","7,536","17,786","19,236","17,922","18,620","15,155","9,508","5,399","1,009","79","227,515","227,515","13,199","15,206","33,675","38,237","35,010","36,615","28,945","16,582","8,539","1,404","103","109,494","109,494","6,769","7,697","15,901","19,030","17,238","18,079","13,892","7,228","3,206","422","32","118,021","118,021","6,430","7,509","17,774","19,207","17,772","18,536","15,053","9,354","5,333","982","71","226,378","226,378","13,157","15,144","33,605","38,161","34,772","36,432","28,855","16,330","8,457","1,374","91","108,948","108,948","6,765","7,660","15,841","18,976","17,127","17,985","13,875","7,125","3,163","404","27","117,430","117,430","6,392","7,484","17,764","19,185","17,645","18,447","14,980","9,205","5,294","970","64"
"서울특별시 성동구 (1120000000)","293,103","293,103","20,297","19,679","44,823","48,730","44,943","47,248","36,697","20,627","8,617","1,189","253","143,151","143,151","10,388","9,815","22,185","23,912","22,537","23,584","17,910","9,190","3,224","334","72","149,952","149,952","9,909","9,864","22,638","24,818","22,406","23,664","18,787","11,437","5,393","855","181","292,537","292,537","20,122","19,633","44,526","48,524","44,826","47,247","36,908","20,614","8,679","1,205","253","142,904","142,904","10,300","9,823","22,032","23,853","22,469","23,541","18,039","9,180","3,262","333","72","149,633","149,633","9,822","9,810","22,494","24,671","22,357","23,706","18,869","11,434","5,417","872","181","291,906","291,906","19,957","19,669","44,669","48,250","44,575","47,116","37,111","20,641","8,680","1,137","101","142,506","142,506","10,183","9,820","22,059","23,722","22,325","23,473","18,137","9,183","3,267","303","34","149,400","149,400","9,774","9,849","22,610","24,528","22,250","23,643","18,974","11,458","5,413","834","67","291,534","291,534","19,940","19,576","44,600","48,132","44,433","47,016","37,230","20,622","8,748","1,135","102","142,277","142,277","10,170","9,766","22,023","23,639","22,258","23,433","18,187","9,178","3,287","302","34","149,257","149,257","9,770","9,810","22,577","24,493","22,175","23,583","19,043","11,444","5,461","833","68","289,656","289,656","19,887","19,479","44,488","47,828","44,061","46,712","37,008","20,271","8,721","1,123","78","141,358","141,358","10,144","9,715","21,935","23,489","22,093","23,265","18,084","9,035","3,279","290","29","148,298","148,298","9,743","9,764","22,553","24,339","21,968","23,447","18,924","11,236","5,442","833","49","289,162","289,162","19,842","19,413","44,374","47,706","43,988","46,514","37,132","20,230","8,760","1,122","81","141,042","141,042","10,120","9,689","21,863","23,398","22,057","23,151","18,144","9,021","3,285","285","29","148,120","148,120","9,722","9,724","22,511","24,308","21,931","23,363","18,988","11,209","5,475","837","52"
"서울특별시 광진구 (1121500000)","346,067","346,067","19,328","25,774","62,730","55,902","52,331","54,458","42,685","22,415","8,932","1,296","216","166,964","166,964","9,858","13,116","29,387","27,653","25,816","26,568","20,315","10,315","3,512","369","55","179,103","179,103","9,470","12,658","33,343","28,249","26,515","27,890","22,370","12,100","5,420","927","161","345,248","345,248","19,060","25,639","62,452","55,710","52,173","54,391","42,887","22,407","9,010","1,300","219","166,535","166,535","9,721","13,030","29,245","27,597","25,721","26,571","20,392","10,289","3,544","370","55","178,713","178,713","9,339","12,609","33,207","28,113","26,452","27,820","22,495","12,118","5,466","930","164","343,392","343,392","18,882","25,541","62,496","55,432","51,748","54,118","42,914","22,054","8,954","1,182","71","165,747","165,747","9,623","12,965","29,259","27,463","25,513","26,472","20,413","10,161","3,530","329","19","177,645","177,645","9,259","12,576","33,237","27,969","26,235","27,646","22,501","11,893","5,424","853","52","343,006","343,006","18,733","25,430","62,496","55,324","51,659","53,974","43,036","22,072","9,024","1,185","73","165,555","165,555","9,538","12,903","29,255","27,408","25,478","26,421","20,488","10,147","3,571","327","19","177,451","177,451","9,195","12,527","33,241","27,916","26,181","27,553","22,548","11,925","5,453","858","54","342,812","342,812","18,642","25,362","62,427","55,243","51,456","53,969","43,274","22,067","9,103","1,197","72","165,461","165,461","9,506","12,859","29,229","27,373","25,359","26,433","20,620","10,118","3,612","333","19","177,351","177,351","9,136","12,503","33,198","27,870","26,097","27,536","22,654","11,949","5,491","864","53","342,481","342,481","18,576","25,320","62,352","55,128","51,276","53,830","43,531","22,057","9,144","1,196","71","165,233","165,233","9,487","12,817","29,196","27,315","25,256","26,354","20,729","10,103","3,626","332","18","177,248","177,248","9,089","12,503","33,156","27,813","26,020","27,476","22,802","11,954","5,518","864","53"
"서울특별시 동대문구 (1123000000)","342,034","342,034","20,553","23,514","56,085","49,944","50,441","53,221","46,567","28,187","11,603","1,603","316","169,337","169,337","10,551","11,894","27,820","25,777","26,039","26,866","22,476","12,736","4,615","469","94","172,697","172,697","10,002","11,620","28,265","24,167","24,402","26,355","24,091","15,451","6,988","1,134","222","341,756","341,756","20,338","23,510","56,037","49,780","50,355","53,195","46,726","28,158","11,728","1,606","323","169,139","169,139","10,443","11,875","27,788","25,667","25,993","26,870","22,554","12,713","4,671","469","96","172,617","172,617","9,895","11,635","28,249","24,113","24,362","26,325","24,172","15,445","7,057","1,137","227","338,875","338,875","20,219","23,534","56,228","49,544","49,837","52,649","46,347","27,568","11,457","1,417","75","167,895","167,895","10,383","11,894","27,855","25,547","25,761","26,655","22,416","12,486","4,487","391","20","170,980","170,980","9,836","11,640","28,373","23,997","24,076","25,994","23,931","15,082","6,970","1,026","55","338,480","338,480","20,127","23,424","56,144","49,476","49,710","52,522","46,548","27,505","11,533","1,414","77","167,643","167,643","10,331","11,838","27,753","25,515","25,679","26,604","22,537","12,452","4,523","390","21","170,837","170,837","9,796","11,586","28,391","23,961","24,031","25,918","24,011","15,053","7,010","1,024","56","338,233","338,233","20,072","23,285","56,169","49,332","49,557","52,427","46,762","27,489","11,631","1,431","78","167,463","167,463","10,317","11,764","27,716","25,467","25,569","26,566","22,656","12,434","4,564","390","20","170,770","170,770","9,755","11,521","28,453","23,865","23,988","25,861","24,106","15,055","7,067","1,041","58","338,040","338,040","19,982","23,245","56,158","49,262","49,475","52,297","46,971","27,465","11,678","1,427","80","167,335","167,335","10,262","11,754","27,681","25,428","25,493","26,532","22,749","12,434","4,594","388","20","170,705","170,705","9,720","11,491","28,477","23,834","23,982","25,765","24,222","15,031","7,084","1,039","60"
"서울특별시 중랑구 (1126000000)","394,532","394,532","22,888","26,617","56,045","57,979","57,740","69,436","58,588","31,551","11,850","1,635","203","194,990","194,990","11,840","13,544","27,747","29,895","29,821","34,237","28,430","14,422","4,630","376","48","199,542","199,542","11,048","13,073","28,298","28,084","27,919","35,199","30,158","17,129","7,220","1,259","155","393,933","393,933","22,635","26,464","55,924","57,749","57,576","69,302","58,942","31,552","11,922","1,664","203","194,665","194,665","11,697","13,465","27,693","29,765","29,742","34,192","28,597","14,422","4,665","378","49","199,268","199,268","10,938","12,999","28,231","27,984","27,834","35,110","30,345","17,130","7,257","1,286","154","392,041","392,041","22,413","26,288","55,938","57,444","57,143","68,812","59,107","31,270","11,904","1,614","108","193,752","193,752","11,585","13,345","27,675","29,628","29,510","33,994","28,677","14,300","4,655","356","27","198,289","198,289","10,828","12,943","28,263","27,816","27,633","34,818","30,430","16,970","7,249","1,258","81","391,502","391,502","22,289","26,154","55,811","57,337","56,929","68,616","59,389","31,248","11,996","1,626","107","193,444","193,444","11,520","13,270","27,613","29,558","29,402","33,879","28,836","14,280","4,699","359","28","198,058","198,058","10,769","12,884","28,198","27,779","27,527","34,737","30,553","16,968","7,297","1,267","79","390,476","390,476","22,147","26,043","55,651","57,123","56,632","68,444","59,581","31,122","12,074","1,582","77","192,923","192,923","11,442","13,224","27,533","29,400","29,256","33,844","28,910","14,215","4,730","348","21","197,553","197,553","10,705","12,819","28,118","27,723","27,376","34,600","30,671","16,907","7,344","1,234","56","389,972","389,972","22,029","25,952","55,480","57,050","56,493","68,222","59,813","31,123","12,146","1,587","77","192,688","192,688","11,392","13,171","27,445","29,360","29,203","33,753","29,010","14,226","4,757","351","20","197,284","197,284","10,637","12,781","28,035","27,690","27,290","34,469","30,803","16,897","7,389","1,236","57"
"서울특별시 성북구 (1129000000)","437,684","437,684","28,855","37,128","66,679","59,977","69,867","69,541","55,189","33,660","14,301","2,094","393","211,123","211,123","14,747","18,928","32,103","29,823","34,464","34,265","25,901","14,708","5,547","538","99","226,561","226,561","14,108","18,200","34,576","30,154","35,403","35,276","29,288","18,952","8,754","1,556","294","437,961","437,961","28,981","37,101","66,357","59,914","69,963","69,549","55,491","33,657","14,439","2,117","392","211,283","211,283","14,793","18,878","32,005","29,816","34,508","34,256","26,068","14,683","5,632","545","99","226,678","226,678","14,188","18,223","34,352","30,098","35,455","35,293","29,423","18,974","8,807","1,572","293","434,826","434,826","28,774","37,077","66,403","59,486","69,264","69,159","55,316","33,014","14,283","1,949","101","209,902","209,902","14,694","18,814","31,968","29,634","34,177","34,104","26,043","14,408","5,559","475","26","224,924","224,924","14,080","18,263","34,435","29,852","35,087","35,055","29,273","18,606","8,724","1,474","75","434,383","434,383","28,613","36,901","66,420","59,426","69,092","69,103","55,505","32,900","14,371","1,950","102","209,667","209,667","14,604","18,731","31,930","29,655","34,064","34,105","26,117","14,367","5,588","480","26","224,716","224,716","14,009","18,170","34,490","29,771","35,028","34,998","29,388","18,533","8,783","1,470","76","433,988","433,988","28,508","36,728","66,276","59,345","68,896","69,093","55,769","32,826","14,472","1,970","105","209,407","209,407","14,547","18,657","31,838","29,602","33,971","34,092","26,241","14,322","5,627","484","26","224,581","224,581","13,961","18,071","34,438","29,743","34,925","35,001","29,528","18,504","8,845","1,486","79","433,658","433,658","28,368","36,669","66,183","59,249","68,737","69,033","56,027","32,776","14,528","1,983","105","209,210","209,210","14,483","18,632","31,759","29,576","33,885","34,055","26,347","14,310","5,651","485","27","224,448","224,448","13,885","18,037","34,424","29,673","34,852","34,978","29,680","18,466","8,877","1,498","78"
"서울특별시 강북구 (1130500000)","307,487","307,487","15,539","21,915","42,757","38,518","46,530","52,613","46,062","30,175","11,608","1,517","253","149,822","149,822","8,061","11,263","20,963","20,209","23,851","25,804","21,505","13,027","4,653","422","64","157,665","157,665","7,478","10,652","21,794","18,309","22,679","26,809","24,557","17,148","6,955","1,095","189","306,639","306,639","15,366","21,701","42,541","38,312","46,308","52,537","46,246","30,076","11,775","1,524","253","149,427","149,427","7,970","11,150","20,878","20,094","23,742","25,839","21,549","12,991","4,725","423","66","157,212","157,212","7,396","10,551","21,663","18,218","22,566","26,698","24,697","17,085","7,050","1,101","187","304,078","304,078","15,190","21,580","42,420","38,018","45,863","52,171","46,133","29,570","11,672","1,414","47","148,306","148,306","7,873","11,070","20,852","19,953","23,546","25,653","21,516","12,817","4,632","380","14","155,772","155,772","7,317","10,510","21,568","18,065","22,317","26,518","24,617","16,753","7,040","1,034","33","303,622","303,622","15,092","21,519","42,307","37,877","45,670","52,042","46,344","29,531","11,777","1,415","48","148,033","148,033","7,819","11,029","20,781","19,875","23,442","25,608","21,627","12,781","4,680","377","14","155,589","155,589","7,273","10,490","21,526","18,002","22,228","26,434","24,717","16,750","7,097","1,038","34","303,154","303,154","15,018","21,374","42,159","37,811","45,422","51,932","46,573","29,491","11,904","1,421","49","147,824","147,824","7,777","10,949","20,749","19,817","23,338","25,575","21,726","12,752","4,749","378","14","155,330","155,330","7,241","10,425","21,410","17,994","22,084","26,357","24,847","16,739","7,155","1,043","35","302,645","302,645","14,906","21,310","41,995","37,702","45,257","51,740","46,816","29,452","11,996","1,423","48","147,542","147,542","7,702","10,912","20,688","19,733","23,245","25,494","21,847","12,739","4,789","379","14","155,103","155,103","7,204","10,398","21,307","17,969","22,012","26,246","24,969","16,713","7,207","1,044","34"
